ticker,model,metric,horizon,value
AAPL,Simple_MLP,QLIKE,20,0.4848228516411981
AAPL,Simple_MLP,R2,20,-0.02326081826693316
AAPL,Simple_MLP,RMSE,20,9.099372764179751
MSFT,GARCH,MAE,1,1.7861894488010157
MSFT,GARCH,Pearson r,1,0.062284517569294096
MSFT,GARCH,QLIKE,1,7.146786611334963
MSFT,GARCH,R2,1,-1.3740471183629146
MSFT,GARCH,RMSE,1,2.192144647921733
MSFT,GARCH,MAE,5,1.798916010850451
MSFT,GARCH,Pearson r,5,0.05012419387415428
MSFT,GARCH,QLIKE,5,7.21758197842751
MSFT,GARCH,R2,5,-1.3959416337340405
MSFT,GARCH,RMSE,5,2.209159264970662
MSFT,GARCH,MAE,10,1.8079769480886712
MSFT,GARCH,Pearson r,10,0.041701440776988105
MSFT,GARCH,QLIKE,10,7.243872828705227
MSFT,GARCH,R2,10,-1.402882353951012
MSFT,GARCH,RMSE,10,2.225826405106993
MSFT,GARCH,MAE,20,1.8106013776477283
MSFT,GARCH,Pearson r,20,0.04894622914168022
MSFT,GARCH,QLIKE,20,7.2035428126904
MSFT,GARCH,R2,20,-1.358411726651474
MSFT,GARCH,RMSE,20,2.235478769957775
MSFT,ITransformer,MAE,1,1.9313081291767338
MSFT,ITransformer,Pearson r,1,0.22558977611890726
MSFT,ITransformer,QLIKE,1,0.4152854686563706
MSFT,ITransformer,R2,1,0.01636499235672484
MSFT,ITransformer,RMSE,1,6.647699932928804
MSFT,ITransformer,MAE,5,2.031078739281204
MSFT,ITransformer,Pearson r,5,0.06330995254594284
MSFT,ITransformer,QLIKE,5,0.4674633033149588
MSFT,ITransformer,R2,5,-0.023118672776971882
MSFT,ITransformer,RMSE,5,6.77996215036181
MSFT,ITransformer,MAE,10,2.074008930957132
MSFT,ITransformer,Pearson r,10,0.016351984694316937
MSFT,ITransformer,QLIKE,10,0.4898618683654862
MSFT,ITransformer,R2,10,-0.033173379764544375
MSFT,ITransformer,RMSE,10,6.813445587155808
MSFT,ITransformer,MAE,20,2.1399992818020563
MSFT,ITransformer,Pearson r,20,0.0025621542643471528
MSFT,ITransformer,QLIKE,20,0.5048866298818825
MSFT,ITransformer,R2,20,-0.03712238777506016
MSFT,ITransformer,RMSE,20,7.0323860836995555
MSFT,Simple_KAN,MAE,1,2.0599004447465386
MSFT,Simple_KAN,Pearson r,1,0.1317656632409908
MSFT,Simple_KAN,QLIKE,1,0.48850693729494044
MSFT,Simple_KAN,R2,1,0.0025403124825492673
MSFT,Simple_KAN,RMSE,1,6.6942525961158585
MSFT,Simple_KAN,MAE,5,2.10297842139277
MSFT,Simple_KAN,Pearson r,5,-0.008312398548700833
MSFT,Simple_KAN,QLIKE,5,0.4969636233390361
MSFT,Simple_KAN,R2,5,-0.026012859882747597
MSFT,Simple_KAN,RMSE,5,6.789544920270809
MSFT,Simple_KAN,MAE,10,2.127596068894065
MSFT,Simple_KAN,Pearson r,10,-0.03254652009173986
MSFT,Simple_KAN,QLIKE,10,0.5028152682890222
MSFT,Simple_KAN,R2,10,-0.031073453588073452
MSFT,Simple_KAN,RMSE,10,6.806517896925107
